person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
23,24766,0,5000,11.71,0.2,4,649,0
22,24995,0,9250,10.65,0.37,4,576,0
24,43287,0,20000,12.53,0.46,4,600,1
25,46375,2,20000,14.59,0.43,4,654,1
23,39416,0,20000,12.61,0.51,4,593,1
25,46636,2,20000,13.11,0.43,2,614,1
23,25168,0,6400,10.65,0.25,4,638,0
25,47473,3,20000,11.22,0.42,4,633,1
23,40632,0,20000,16,0.49,2,649,1
25,41468,2,20000,8.88,0.48,4,591,1
24,48897,2,20000,12.53,0.41,3,656,1
21,44226,0,20000,11.01,0.45,2,637,1
26,25012,3,4800,5.99,0.19,3,682,0
25,51210,4,20000,13.47,0.39,4,645,1
22,51305,1,20000,6.99,0.39,4,602,1
25,25295,3,5650,15.99,0.22,2,637,0
23,24930,0,3625,11.01,0.15,3,662,0
22,45716,0,20000,16.69,0.44,3,447,1
25,46683,3,20000,11.11,0.43,4,636,1
22,54870,0,20000,7.9,0.36,4,631,1
23,55291,3,20000,10.25,0.36,2,632,1
24,54919,4,20000,11.01,0.36,2,670,1
23,25141,0,1200,7.49,0.05,3,700,0
22,54899,0,20000,13.92,0.36,3,650,1
24,47903,0,20000,14.74,0.42,2,665,1
24,56744,0,20000,10.62,0.35,2,582,1
22,58440,0,20000,10.65,0.34,3,656,1
22,51628,0,20000,12.99,0.39,3,635,1
22,58859,1,20000,11.36,0.34,4,672,1
22,24521,0,7500,5.79,0.31,4,612,0
23,60235,4,20000,6.54,0.33,4,615,1
25,25654,6,4000,5.79,0.16,2,725,0
25,61114,1,20000,7.49,0.33,3,639,1
25,60990,1,20000,13.43,0.33,2,691,1
22,61072,0,20000,13.22,0.33,2,681,1
22,25229,1,5000,14.72,0.2,3,604,0
22,53980,0,20000,15.68,0.37,4,688,1
24,61918,2,20000,11.01,0.32,3,672,1
25,62299,3,20000,11.48,0.32,3,680,1
24,62192,3,20000,10.38,0.32,3,640,1
22,62045,0,20000,12.53,0.32,3,629,1
22,62350,1,20000,13.47,0.32,2,677,1
24,62508,0,20000,12.21,0.32,4,571,1
25,63607,2,20000,10.99,0.31,3,647,1
25,63921,3,20000,11.36,0.31,4,568,1
22,56273,0,20000,16,0.36,4,700,1
26,24569,4,1500,7.74,0.06,3,570,0
24,63481,3,20000,15.65,0.32,2,633,1
25,56451,0,20000,11.78,0.35,2,646,1
24,63897,0,20000,11.01,0.31,3,614,1
22,57193,0,20000,16.77,0.35,3,532,1
22,65874,0,20000,9.91,0.3,4,617,1
23,58705,3,20000,15.65,0.34,4,603,1
23,58236,2,20000,14.96,0.34,3,588,1
23,65738,0,20000,11.83,0.3,4,668,1
24,59765,2,20000,11.66,0.33,4,643,1
26,67019,2,20000,12.18,0.3,4,639,1
24,67265,2,20000,6.91,0.3,2,525,1
25,66906,3,20000,6.91,0.3,3,666,1
26,59603,7,20000,19.79,0.34,3,642,1
25,67174,2,20000,9.88,0.3,4,646,1
22,24993,1,16600,9.76,0.66,3,634,0
23,66844,0,20000,12.53,0.3,2,655,1
25,67482,6,20000,11.01,0.3,4,682,1
23,24853,0,7125,6.99,0.29,2,631,0
23,69387,2,20000,16.89,0.29,2,600,1
22,62379,0,20000,17.49,0.32,4,641,1
23,24853,0,2500,16.82,0.1,2,524,0
26,24751,2,3600,11.01,0.15,2,669,0
22,70529,1,20000,13.11,0.28,2,593,1
23,71255,2,20000,7.66,0.28,3,654,1
26,71761,3,20000,6.17,0.28,3,665,1
26,64550,8,20000,16.35,0.31,4,649,1
23,72969,1,20000,7.9,0.27,2,579,1
24,66060,4,20000,16.49,0.3,2,671,1
21,25666,0,3550,11.01,0.14,4,693,0
26,25229,3,7000,8,0.28,2,626,0
24,72762,6,20000,10.99,0.27,2,677,1
24,25451,3,7750,6.91,0.3,3,594,0
25,65742,1,20000,8.88,0.3,3,592,1
24,73352,1,20000,11.01,0.27,4,583,1
23,65733,0,20000,14.84,0.3,3,592,1
23,65802,3,20000,11.12,0.3,2,628,1
22,72562,1,20000,7.88,0.28,3,567,1
25,73028,1,20000,11.01,0.27,2,654,1
22,25537,0,6000,15.99,0.23,4,623,0
24,25526,1,5500,10.99,0.22,4,661,0
25,73266,1,20000,11.01,0.27,3,658,1
25,65555,1,20000,15.65,0.31,3,667,1
24,65678,4,20000,17.04,0.3,3,602,1
23,73286,3,20000,12.21,0.27,2,687,1
21,25416,1,1275,15.23,0.05,3,626,0
25,65967,6,20000,14.11,0.3,4,662,1
24,73202,1,20000,11.14,0.27,2,536,1
21,25710,0,2400,11.49,0.09,4,623,0
24,73058,3,20000,13.87,0.27,4,647,1
26,72650,3,20000,10.08,0.28,4,606,1
23,66301,2,20000,16.7,0.3,4,645,1
24,66951,2,20000,18.64,0.3,2,632,1
24,73899,0,20000,12.18,0.27,4,634,1
22,25644,2,3800,11.01,0.15,3,645,0
25,75578,2,20000,6.54,0.26,3,574,1
24,68349,3,20000,14.61,0.29,4,576,1
21,68120,0,20000,17.39,0.29,3,664,1
24,75484,2,20000,11.12,0.26,2,562,1
25,75802,2,20000,11.48,0.26,2,637,1
25,76733,2,20000,12.42,0.26,3,656,1
26,70484,4,20000,10.25,0.28,2,590,1
23,78886,1,20000,10.65,0.25,3,653,1
24,25992,3,5000,16.29,0.19,3,612,0
23,79348,0,20000,10.37,0.25,2,703,1
23,78597,1,20000,11.49,0.25,3,596,1
24,26216,0,10000,10.59,0.38,4,586,0
25,26133,4,5375,13.49,0.21,2,650,0
26,71856,6,20000,11.01,0.28,4,610,1
23,72259,2,20000,12.29,0.28,4,650,1
21,25869,0,3500,17.27,0.14,2,579,1
26,79098,2,20000,11.99,0.25,2,534,1
25,71754,4,20000,14.84,0.28,2,540,1
23,71688,0,20000,10.83,0.28,2,584,1
23,79539,5,20000,13.22,0.25,2,584,1
22,81282,1,20000,12.18,0.25,2,639,0
23,81580,1,20000,11.11,0.25,2,607,0
24,81639,4,20000,13.48,0.24,2,681,0
26,82432,6,20000,10.75,0.24,4,710,0
25,82737,4,20000,12.53,0.24,4,634,0
24,75890,2,20000,14.84,0.26,4,595,1
23,84428,1,20000,17.74,0.24,2,707,0
25,85061,1,20000,9.99,0.24,2,627,0
22,84791,0,20000,6.91,0.24,4,592,0
25,77982,6,20000,11.01,0.26,4,699,1
25,86325,2,20000,14.09,0.23,2,566,0
22,26244,0,3000,11.49,0.11,3,667,0
23,86183,1,20000,14.09,0.23,3,638,0
23,67625,0,20000,15.2,0.3,4,620,1
24,87261,1,20000,11.83,0.23,2,667,0
24,25826,4,6000,12.21,0.23,2,655,0
23,80180,0,20000,14.11,0.25,3,666,1
22,80179,0,20000,14.42,0.25,2,655,1
24,87458,3,20000,14.74,0.23,3,604,0
24,89922,0,20000,12.69,0.22,3,672,0
22,26137,0,1625,16.89,0.06,3,596,1
25,91179,0,20000,11.01,0.22,4,658,0
21,26112,0,4500,11.01,0.17,2,608,1
25,26559,2,8500,9.63,0.32,4,686,0
24,91001,0,20000,8.88,0.22,3,687,0
26,90978,3,20000,6.91,0.22,4,652,0
26,90805,4,20000,11.01,0.22,3,603,0
25,91130,0,20000,10.38,0.22,3,622,0
22,83759,1,20000,10.99,0.24,4,660,1
22,91033,1,20000,11.01,0.22,2,572,0
21,26887,0,7575,11.01,0.28,3,641,0
26,26792,4,5200,12.42,0.19,3,674,0
24,83573,1,20000,14.82,0.24,4,693,1
23,91541,4,20000,16.32,0.22,3,628,0
23,72279,2,20000,16,0.28,3,688,1
23,92304,0,20000,10.37,0.22,3,635,0
26,85207,2,20000,13.16,0.23,3,662,1
24,85232,5,20000,14.88,0.23,4,652,1
22,93127,2,20000,13.98,0.21,4,619,0
26,86320,2,20000,13.36,0.23,2,655,1
21,26946,0,7125,6.99,0.26,3,653,0
22,26711,0,4025,5.42,0.15,4,565,0
24,26769,2,8000,5.42,0.3,2,613,0
26,94812,4,20000,13.85,0.21,4,663,0
22,27119,0,4000,12.99,0.15,2,540,0
26,27046,5,4200,9.99,0.16,3,598,0
22,26902,4,1400,11.01,0.05,2,653,0
123,94723,100,20000,11.01,0.21,4,714,0
23,74473,0,20000,11.14,0.27,2,460,1
21,27072,0,3800,5.99,0.14,2,643,0
24,87447,6,20000,11.01,0.23,4,632,1
23,94310,0,20000,11.58,0.21,3,578,0
23,95354,2,20000,13.85,0.21,4,642,0
23,96236,0,20000,16.89,0.21,4,688,0
23,96969,2,20000,7.9,0.21,4,696,0
23,27201,0,6000,12.68,0.22,4,527,0
22,76808,0,20000,14.91,0.26,4,611,1
24,97157,0,20000,13.06,0.21,4,545,0
25,96773,3,20000,8.88,0.21,4,644,0
23,26954,0,2000,6.17,0.07,4,511,0
22,96673,1,20000,13.98,0.21,4,616,0
22,26872,3,8500,6.54,0.32,4,656,0
26,76420,2,20000,13.85,0.26,3,656,1
26,27097,2,1000,10.36,0.04,3,581,0
25,89914,7,20000,15.95,0.22,4,477,1
25,96778,2,20000,14.26,0.21,4,664,0
23,97783,0,20000,11.71,0.2,2,563,0
22,98255,0,20000,13.49,0.2,4,623,0
24,26747,1,2000,14.84,0.07,2,704,1
22,99459,0,20000,11.01,0.2,2,691,0
23,92036,2,20000,15.05,0.22,4,648,1
22,93070,0,20000,13.79,0.21,4,662,1
24,101201,6,20000,13.48,0.2,3,569,0
26,26764,4,3000,6.76,0.11,2,642,0
23,102232,1,20000,11.11,0.2,4,663,0
25,101849,3,20000,13.92,0.2,2,627,0
23,26678,1,4400,12.53,0.16,2,610,0
21,27041,0,10000,11.14,0.37,2,534,0
24,95807,5,20000,14.11,0.21,2,678,1
23,103275,0,20000,7.49,0.19,2,597,0
25,103166,3,20000,10.25,0.19,3,653,0
26,88672,2,20000,12.53,0.23,2,571,1
21,27289,0,1500,11.86,0.05,3,659,0
23,27174,0,9000,7.88,0.33,3,619,0
25,102975,0,20000,11.01,0.19,2,663,0
24,27558,0,4000,11.01,0.15,2,621,0
22,105649,1,20000,13.85,0.19,4,575,0
23,27887,0,6000,13.23,0.22,4,477,0
22,109017,1,20000,11.01,0.18,4,639,0
23,94566,1,20000,18.25,0.21,2,611,1
24,109178,1,20000,6.54,0.18,3,630,0
23,108836,0,20000,11.49,0.18,4,560,0
26,109089,5,20000,11.49,0.18,3,537,0
22,27472,1,7000,11.71,0.25,2,694,0
23,109061,0,20000,13.57,0.18,4,657,0
25,110319,1,20000,14.35,0.18,3,572,0
26,27309,1,3825,10.65,0.14,4,618,0
22,111365,1,20000,15.65,0.18,2,649,0
22,27358,0,6500,11.01,0.24,4,496,0
25,27570,0,5875,6.62,0.21,2,680,1
25,111834,1,20000,9.25,0.18,2,606,0
22,27122,2,2400,11.71,0.09,3,612,0
24,27730,0,8000,5.42,0.29,4,477,0
26,113057,0,20000,9.45,0.18,4,606,0
23,27666,0,1550,7.49,0.06,2,658,1
22,114267,0,20000,11.01,0.18,2,602,0
23,100420,4,20000,11.01,0.2,2,571,1
23,115130,4,20000,10.99,0.17,2,701,0
24,114976,3,20000,11.01,0.17,3,665,0
21,27648,0,7350,7.66,0.27,2,635,0
23,116295,0,20000,13.04,0.17,3,643,0
22,27385,3,7200,7.14,0.26,2,636,0
22,103798,0,20000,15.65,0.19,4,645,1
22,118565,0,20000,11.83,0.17,4,575,0
24,27463,0,3000,16,0.11,2,647,0
23,120368,0,20000,15.28,0.17,4,569,0
21,27493,2,4000,15.05,0.15,4,528,0
22,27178,0,8500,15.05,0.31,4,626,0
24,120691,2,20000,14.22,0.17,3,664,0
25,106741,1,20000,16.35,0.19,3,650,1
26,27124,2,7500,10.96,0.28,2,600,0
25,121016,0,20000,13.06,0.17,2,672,0
25,120866,1,20000,13.06,0.17,2,563,0
25,27635,2,7500,11.01,0.27,3,665,0
23,27475,4,6700,11.01,0.24,4,605,0
22,90648,0,20000,14.96,0.22,4,653,1
23,90887,2,20000,17.04,0.22,2,685,1
22,121236,0,20000,12.21,0.16,3,580,0
25,27780,1,6400,7.88,0.23,4,672,0
26,27364,0,5400,5.42,0.2,3,646,0
26,125803,6,20000,10.74,0.16,2,636,0
23,112700,0,20000,13.22,0.18,3,559,1
23,114961,1,20000,14.59,0.17,2,654,1
25,130715,5,20000,11.01,0.15,4,632,0
25,117215,2,20000,11.01,0.17,3,672,1
23,132975,1,20000,12.42,0.15,3,630,0
22,132669,0,20000,14.17,0.15,3,476,0
22,132809,0,20000,13.72,0.15,3,691,0
24,133069,2,20000,10.38,0.15,4,672,0
23,133031,0,20000,11.01,0.15,2,709,0
22,28529,1,2000,7.51,0.07,3,521,0
22,28518,0,7125,11.71,0.25,3,564,1
23,28149,0,3000,8.9,0.11,2,626,1
25,103168,1,20000,17.39,0.19,2,662,1
23,28372,0,4800,5.79,0.17,2,667,0
22,28527,2,8300,12.61,0.29,2,690,1
23,145007,1,20000,10.37,0.14,4,628,0
24,27861,0,4750,11.36,0.17,3,562,0
24,146157,0,20000,8.9,0.14,3,670,0
23,150985,0,20000,11.11,0.13,4,602,0
22,28613,0,3000,8.94,0.1,2,595,0
25,157396,3,20000,15.27,0.13,2,687,0
26,156668,3,20000,13.11,0.13,4,668,0
23,28773,0,6000,16,0.21,2,657,0
24,160903,0,20000,12.36,0.12,2,527,0
22,28257,0,10625,7.51,0.38,4,524,0
21,28410,0,7000,8.9,0.25,3,606,0
25,168862,0,20000,6.54,0.12,4,546,0
24,166817,2,20000,15.99,0.12,3,681,1
23,28492,2,3600,17.27,0.13,3,502,1
26,178602,6,20000,17.99,0.11,3,604,1
22,193248,0,20000,7.49,0.1,4,599,0
22,27969,0,4800,10,0.17,4,644,0
26,193076,4,20000,9.99,0.1,3,660,0
26,202337,2,20000,11.36,0.1,4,652,0
26,208059,4,20000,11.83,0.1,2,615,0
21,28786,0,3000,13.35,0.1,3,638,0
25,210999,2,20000,14.72,0.09,2,680,0
25,28595,2,4400,6.76,0.15,2,611,0
25,70930,0,19900,11.83,0.28,4,578,1
26,140072,0,19800,11.48,0.14,4,617,0
26,24756,8,500,11.41,0.02,2,659,0
25,28644,4,10000,11.01,0.35,2,570,1
21,23899,1,700,12.29,0.03,2,658,0
22,28752,0,7000,14.96,0.24,3,484,0
25,23980,6,750,12.29,0.03,4,645,0
23,13059,0,1000,10.37,0.08,2,541,1
22,13021,1,1000,14.74,0.08,4,610,1
21,13197,1,1000,13.43,0.08,4,722,1
22,29111,0,2400,9.63,0.08,4,668,0
21,28319,0,2400,12.21,0.08,4,628,0
23,13817,1,1000,10.25,0.07,2,667,1
22,14763,0,1000,12.99,0.07,4,540,0
22,15248,0,1000,13.98,0.07,4,547,0
23,15553,3,1000,14.65,0.06,3,602,0
25,15255,2,1000,10.65,0.07,2,611,0
21,14997,0,1000,13.98,0.07,2,669,0
22,15102,1,1000,13.57,0.07,3,559,1
22,16077,3,1000,14.96,0.06,3,642,1
24,17683,0,1000,10,0.06,4,562,1
21,18221,0,1000,16.29,0.05,4,559,1
23,28684,1,2000,11.11,0.07,3,591,0
21,28348,0,5000,11.01,0.18,3,506,0
22,18290,2,1000,16.69,0.05,3,623,1
21,28367,0,15000,8.94,0.53,2,600,0
22,18923,0,1000,14.3,0.05,3,599,1
21,20259,0,1000,15.65,0.05,3,604,1
24,21414,3,1000,11.49,0.05,3,619,0
22,20953,0,1000,13.48,0.05,4,665,0
24,24085,3,1000,12.53,0.04,4,655,0
23,48233,2,19000,10.62,0.39,2,606,1
22,48844,0,19000,12.18,0.39,3,562,1
25,57272,1,19000,11.99,0.33,2,648,1
25,61342,1,19000,10.99,0.31,4,645,1
25,63600,0,19000,11.01,0.3,4,610,1
24,29212,1,7000,10.38,0.24,3,607,0
26,57891,2,19000,16.7,0.33,4,649,1
25,65799,2,19000,11.01,0.29,4,640,1
22,66071,0,19000,11.01,0.29,4,664,1
23,66303,3,19000,11.14,0.29,2,611,1
26,75656,7,19000,7.49,0.25,2,621,1
22,84974,1,19000,8.88,0.22,4,589,0
23,87479,3,19000,10.99,0.22,4,671,0
24,88452,0,19000,10.62,0.21,3,653,0
23,94830,0,19000,8.9,0.2,2,642,0
25,29498,6,6000,14.59,0.2,2,664,1
22,29756,1,2500,9.91,0.08,2,592,0
26,116006,3,19000,13.22,0.16,2,663,0
24,126727,0,19000,12.29,0.15,2,582,0
24,210705,0,19000,11.48,0.09,3,655,0
26,61142,1,18950,11.01,0.31,3,632,1
26,67267,2,18800,6.99,0.28,2,505,1
22,84840,4,18750,10.38,0.22,2,661,0
22,44761,0,18725,6.54,0.42,3,667,1
22,52878,0,18550,11.83,0.35,4,694,1
24,29659,4,7100,12.42,0.24,3,641,0
24,42042,0,18500,10.71,0.44,2,640,1
21,44065,0,18500,10.91,0.42,3,690,1
22,46436,0,18500,7.66,0.4,4,673,1
25,67957,6,18500,13.61,0.27,3,619,1
23,90359,3,18500,11.26,0.2,3,697,0
25,90794,1,18500,7.49,0.2,3,608,0
24,88481,1,18500,7.9,0.21,2,605,1
22,29833,1,8000,9.91,0.27,2,592,0
21,29833,0,3000,7.9,0.1,4,642,0
24,94624,1,18500,15.33,0.2,2,692,1
26,174957,3,18500,12.87,0.11,3,584,0
22,29781,2,5000,7.9,0.17,2,598,0
22,59476,3,18400,13.16,0.31,2,653,1
22,61014,0,18400,9.99,0.3,2,649,1
23,145076,0,18400,8.9,0.13,2,674,0
22,29823,0,5000,14.65,0.17,4,655,1
25,29628,0,6000,13.49,0.2,3,636,0
22,42149,1,18250,10.25,0.43,3,571,1
24,42910,1,18250,11.49,0.43,4,631,1
25,42253,3,18250,17.04,0.43,3,587,1
23,52308,0,18250,10.25,0.35,3,657,1
22,29875,0,1300,5.42,0.04,3,687,0
22,45672,0,18250,14.61,0.4,2,561,1
24,56134,0,18250,13.35,0.33,4,684,1
25,29750,0,5800,5.99,0.19,3,639,0
23,56040,0,18250,10.75,0.33,2,590,1
25,56207,0,18250,14.26,0.32,3,610,1
25,67109,1,18250,17.56,0.27,2,594,1
25,59820,1,18250,14.83,0.31,3,609,1
22,60829,1,18250,16.7,0.3,3,633,1
23,60902,0,18225,10.74,0.3,2,685,1
26,53842,3,18225,14.91,0.34,4,663,1
24,43839,1,18200,8.88,0.42,4,562,1
25,44695,3,18200,9.91,0.41,4,647,1
22,44500,0,18200,11.71,0.41,3,601,1
24,66842,3,18200,10.99,0.27,2,639,1
23,33227,0,18000,11.54,0.54,4,679,1
23,29733,0,8000,15.62,0.27,2,639,0
23,41153,3,18000,9.91,0.44,4,662,1
21,44105,0,18000,9.88,0.41,3,654,1
21,38061,1,18000,13.48,0.47,4,693,1
23,48706,0,18000,9.25,0.37,4,662,1
25,48986,3,18000,13.11,0.37,3,675,1
22,29645,0,5000,10.99,0.17,4,624,0
25,51103,4,18000,6.17,0.35,2,642,1
24,30073,2,8000,5.99,0.27,4,689,0
24,29678,1,2400,7.49,0.08,2,603,0
24,52304,0,18000,11.03,0.34,2,487,1
24,52468,4,18000,7.9,0.34,2,608,1
22,53665,0,18000,13.57,0.34,4,664,1
24,53603,0,18000,12.18,0.34,2,660,1
25,47902,2,18000,17.19,0.38,3,654,1
22,57121,0,18000,15.23,0.32,2,672,1
22,58364,0,18000,11.01,0.31,2,591,1
24,51764,0,18000,14.46,0.35,3,618,1
24,29776,4,4200,6.99,0.14,3,614,0
24,53028,2,18000,16.63,0.34,2,709,1
24,61117,0,18000,12.42,0.29,4,674,1
24,61070,1,18000,7.9,0.29,4,628,1
23,29966,1,5000,15.99,0.17,2,673,1
23,29640,3,4200,10.99,0.14,4,595,0
26,60841,7,18000,13.11,0.3,3,651,1
22,60669,0,18000,13.79,0.3,2,618,1
22,29540,0,2500,10.59,0.08,2,620,0
22,63084,0,18000,11.01,0.29,4,641,1
22,29906,0,6000,12.68,0.2,4,638,0
25,63657,4,18000,12.98,0.28,4,572,1
22,63459,2,18000,13.85,0.28,4,683,1
25,63913,3,18000,12.21,0.28,2,647,1
22,57005,0,18000,10.71,0.32,3,554,1
24,58556,0,18000,6.54,0.31,2,634,1
23,30483,0,8000,5.79,0.26,3,574,0
25,67108,3,18000,12.84,0.27,2,594,1
25,67409,4,18000,10.99,0.27,4,646,1
23,30059,0,1375,11.11,0.05,4,506,1
24,68258,2,18000,13.48,0.26,3,671,1
21,60821,0,18000,14.74,0.3,2,530,1
25,70432,6,18000,11.01,0.26,4,609,1
21,63842,0,18000,19.69,0.28,2,678,1
26,64459,4,18000,17.19,0.28,3,661,1
22,73175,0,18000,16.32,0.25,4,667,0
22,72947,2,18000,9.33,0.25,3,631,0
25,74953,2,18000,13.23,0.24,2,515,0
26,29960,5,5000,7.66,0.17,3,664,1
22,75259,0,18000,13.85,0.24,4,634,0
23,29749,0,5600,9.63,0.19,3,655,0
24,29914,0,10000,6.92,0.33,4,513,0
22,76368,2,18000,9.63,0.24,4,562,0
23,76732,2,18000,10.99,0.23,3,618,0
23,76941,2,18000,13.57,0.23,3,659,0
25,79049,4,18000,11.01,0.23,3,536,0
25,79231,3,18000,13.99,0.23,3,562,0
24,71798,1,18000,14.96,0.25,4,603,1
25,79211,1,18000,11.01,0.23,3,610,0
26,71618,1,18000,16,0.25,4,675,1
26,73027,5,18000,16.29,0.25,2,662,1
25,80198,1,18000,10.25,0.22,3,578,0
21,82727,0,18000,10.65,0.22,2,625,0
24,85246,2,18000,9.88,0.21,2,591,0
25,66195,2,18000,16,0.27,2,668,1
25,85830,5,18000,16.45,0.21,2,625,0
25,78750,5,18000,15.33,0.23,4,718,1
26,87291,5,18000,11.83,0.21,2,692,0
24,80615,4,18000,14.54,0.22,4,584,1
24,87404,0,18000,7.88,0.21,2,600,0
24,29643,3,3000,13.98,0.1,2,597,0
23,89331,0,18000,11.01,0.2,2,682,0
25,30184,4,1200,15.21,0.04,4,689,0
23,90938,1,18000,12.73,0.2,4,616,0
25,29110,2,3500,15.58,0.12,2,532,1
23,91967,2,18000,9.88,0.2,3,578,0
21,29879,0,7000,11.86,0.23,2,617,0
26,94747,4,18000,13.49,0.19,2,672,0
21,97282,0,18000,7.9,0.19,2,695,0
23,97195,1,18000,8.49,0.19,3,655,0
22,97065,2,18000,10.99,0.19,4,667,0
26,97068,1,18000,13.85,0.19,3,661,0
23,98110,2,18000,13.98,0.18,2,568,0
23,29589,2,2800,16.07,0.09,3,613,1
23,99196,0,18000,11.01,0.18,2,658,0
23,93092,0,18000,10.65,0.19,4,540,1
24,29935,0,8500,15.7,0.28,2,606,0
26,29897,1,2100,13.11,0.07,3,674,0
22,100074,0,18000,15.27,0.18,2,652,0
26,29511,6,6000,10.99,0.2,4,578,0
25,101710,4,18000,9.88,0.18,3,692,0
22,29732,0,2500,7.14,0.08,2,661,0
25,102979,4,18000,11.71,0.17,4,652,0
26,104467,3,18000,8.49,0.17,2,691,0
23,105627,2,18000,11.89,0.17,2,709,0
23,106616,0,18000,13.16,0.17,4,687,0
23,109401,2,18000,8.88,0.16,4,684,0
24,114882,0,18000,8.49,0.16,4,520,0
26,115195,4,18000,15.31,0.16,3,541,0
24,123296,0,18000,12.53,0.15,3,555,0
24,132997,3,18000,12.18,0.14,4,609,0
23,106067,1,18000,7.51,0.17,3,677,1
26,140325,2,18000,11.83,0.13,4,675,0
24,146325,2,18000,18.3,0.12,3,624,0
22,151146,1,18000,14.79,0.12,3,642,0
25,29847,0,5000,10.95,0.17,3,618,0
22,174540,0,18000,13.72,0.1,3,599,0
24,186778,6,18000,10.62,0.1,4,671,0
22,29678,0,5000,12.21,0.17,3,589,0
21,91133,0,17950,10.91,0.2,3,632,0
26,156904,4,17950,11.01,0.11,2,689,0
25,29768,2,7000,9.63,0.24,3,588,0
23,75751,0,17800,16.35,0.23,3,706,1
23,29703,0,1500,12.21,0.05,2,614,0
22,58463,2,17750,13.49,0.3,4,631,1
22,79018,0,17700,11.49,0.22,2,580,0
26,29774,5,8000,9.76,0.27,3,626,0
24,29945,2,8000,11.34,0.27,4,608,0
22,29719,0,3975,13.87,0.13,3,581,0
23,54940,0,17625,8.9,0.32,4,632,1
25,71926,3,17600,12.99,0.24,2,674,0
22,79198,3,17600,10.74,0.22,2,658,0
24,85015,2,17600,10.62,0.21,2,671,0
24,86667,4,17600,11.01,0.2,4,687,0
21,29771,0,5000,8.7,0.17,2,637,0
23,30322,0,3500,12.99,0.12,2,638,0
24,87591,2,17600,17.19,0.2,4,575,1
25,39779,4,17500,15.95,0.44,3,594,1
23,44173,0,17500,14.22,0.4,4,590,1
21,45829,0,17500,12.53,0.38,2,576,1
21,30100,0,4500,11.83,0.15,4,634,0
21,30359,0,4000,15.05,0.13,4,616,0
24,49727,5,17500,10.62,0.35,4,546,1
22,30654,0,1800,11.89,0.06,4,634,0
24,30508,2,5000,10.75,0.16,3,638,0
25,53946,7,17500,12.53,0.32,4,601,1
23,57933,2,17500,13.61,0.3,4,603,1
22,59775,0,17500,13.85,0.29,2,572,1
23,59911,3,17500,13.85,0.29,4,530,1
23,64829,0,17500,6.54,0.27,2,606,1
24,67010,2,17500,17.19,0.26,3,652,1
24,70497,0,17500,13.49,0.25,4,661,0
23,71775,2,17500,9.25,0.24,4,613,0
26,73071,4,17500,6.54,0.24,4,663,0
26,90937,6,17500,7.9,0.19,2,659,0
22,30807,1,5500,13.16,0.18,2,648,1
25,115940,3,17500,11.71,0.15,2,622,0
21,31015,0,2000,13.99,0.06,3,685,0
23,49136,3,17475,9.91,0.36,2,618,1
21,55627,0,17475,9.91,0.31,2,628,1
23,30846,2,5000,12.69,0.16,2,670,0
22,70863,0,17475,7.51,0.25,3,677,0
24,99296,3,17400,11.99,0.18,4,637,0
24,115945,2,17400,10.37,0.15,2,619,0
24,160759,1,17400,11.71,0.11,4,525,0
24,115184,0,17200,17.58,0.15,3,702,0
23,42839,0,17000,10.37,0.4,2,658,1
26,36434,7,17000,12.99,0.47,2,724,1
21,30833,0,7000,15.58,0.23,2,656,0
22,49087,2,17000,10.65,0.35,4,669,1
22,50833,0,17000,12.87,0.33,3,632,1
22,51715,2,17000,7.66,0.33,4,666,1
24,52999,4,17000,13.47,0.32,3,642,1
24,55854,0,17000,10.38,0.3,2,578,1
23,57593,2,17000,9.99,0.3,4,592,1
25,61097,2,17000,16.82,0.28,3,623,1
24,60984,2,17000,13.79,0.28,3,653,1
23,31332,1,4575,11.01,0.15,2,634,0
23,31349,4,8000,11.26,0.26,2,689,0
23,62182,0,17000,8.49,0.27,4,625,1
24,54942,3,17000,14.96,0.31,2,700,1
25,63261,3,17000,12.98,0.27,2,610,1
21,31155,0,6500,11.34,0.21,4,610,0
23,63351,1,17000,11.58,0.27,4,686,1
24,64211,0,17000,11.01,0.26,3,649,1
23,66950,1,17000,9.88,0.25,4,619,1
26,31024,5,7400,11.01,0.24,2,567,0
24,68170,0,17000,7.51,0.25,3,614,0
23,64556,3,17000,10.25,0.26,4,577,1
22,31115,0,2400,14.27,0.08,2,636,0
23,72793,0,17000,11.11,0.23,2,625,0
25,73028,7,17000,6.91,0.23,2,710,0
23,31178,1,4000,15.27,0.13,4,649,0
25,75508,5,17000,5.99,0.23,3,685,0
26,79101,5,17000,13.47,0.21,2,578,0
23,84499,0,17000,8.88,0.2,3,645,0
25,87492,3,17000,7.88,0.19,3,558,0
24,90980,2,17000,12.53,0.19,2,669,0
24,91266,2,17000,9.33,0.19,3,647,0
23,94695,2,17000,10.99,0.18,3,651,0
21,30831,0,3600,9.91,0.12,4,718,0
23,103010,1,17000,13.11,0.17,2,688,0
22,107908,0,17000,9.63,0.16,4,683,0
26,80871,3,17000,16.77,0.21,3,541,1
23,109240,1,17000,10.59,0.16,3,572,0
26,115122,6,17000,11.49,0.15,3,641,0
22,116194,0,17000,11.48,0.15,2,514,0
25,137594,1,17000,10.37,0.12,3,669,0
26,210866,1,17000,9.88,0.08,3,501,0
